"id","session_id","session_position","not_skipped","topic","topic_name"
"2298","0_00a162fe-ba25-4b66-aa4e-6bf5c799bfe4",9,0,14,"Country_14"
"2299","0_00a162fe-ba25-4b66-aa4e-6bf5c799bfe4",10,0,14,"Country_14"
"2300","0_00a162fe-ba25-4b66-aa4e-6bf5c799bfe4",11,1,14,"Country_14"
"2301","0_00a162fe-ba25-4b66-aa4e-6bf5c799bfe4",12,0,14,"Country_14"
"2302","0_00a162fe-ba25-4b66-aa4e-6bf5c799bfe4",13,1,14,"Country_14"
"2303","0_00a162fe-ba25-4b66-aa4e-6bf5c799bfe4",14,0,14,"Country_14"
"2304","0_00a1acfc-13bb-46ca-b5e3-2ebc67aed4e2",1,0,5,"Rock_5"
"2305","0_00a1acfc-13bb-46ca-b5e3-2ebc67aed4e2",2,1,3,"House_3"
"2306","0_00a1acfc-13bb-46ca-b5e3-2ebc67aed4e2",3,1,2,"Reggae_2"
"2307","0_00a1acfc-13bb-46ca-b5e3-2ebc67aed4e2",4,0,5,"Rock_5"
"2308","0_00a1acfc-13bb-46ca-b5e3-2ebc67aed4e2",5,1,3,"House_3"
"2309","0_00a1acfc-13bb-46ca-b5e3-2ebc67aed4e2",6,0,3,"House_3"
"2310","0_00a1acfc-13bb-46ca-b5e3-2ebc67aed4e2",7,0,0,"Indie_0"
"2311","0_00a1acfc-13bb-46ca-b5e3-2ebc67aed4e2",8,0,0,"Indie_0"
"2312","0_00a2df34-1434-4eb6-9cf6-f27ff71cf99e",1,1,9,"Chill_9"
"2313","0_00a2df34-1434-4eb6-9cf6-f27ff71cf99e",2,1,9,"Chill_9"
"2314","0_00a2df34-1434-4eb6-9cf6-f27ff71cf99e",3,1,9,"Chill_9"
"2315","0_00a2df34-1434-4eb6-9cf6-f27ff71cf99e",4,1,9,"Chill_9"
"2316","0_00a2df34-1434-4eb6-9cf6-f27ff71cf99e",5,0,9,"Chill_9"
"2317","0_00a2df34-1434-4eb6-9cf6-f27ff71cf99e",6,0,9,"Chill_9"
"2318","0_00a32a51-7874-4b28-b6e7-ce08f376ba77",1,0,8,"Metal_8"
"2319","0_00a32a51-7874-4b28-b6e7-ce08f376ba77",2,0,8,"Metal_8"
"2320","0_00a343b3-942c-48fa-841f-9cbc49c9209a",1,0,8,"Metal_8"
"2321","0_00a343b3-942c-48fa-841f-9cbc49c9209a",2,0,8,"Metal_8"
"2322","0_00a343b3-942c-48fa-841f-9cbc49c9209a",3,1,8,"Metal_8"
"2323","0_00a343b3-942c-48fa-841f-9cbc49c9209a",4,1,8,"Metal_8"
"2324","0_00a343b3-942c-48fa-841f-9cbc49c9209a",5,0,8,"Metal_8"
"2325","0_00a343b3-942c-48fa-841f-9cbc49c9209a",6,1,8,"Metal_8"
"2326","0_00a343b3-942c-48fa-841f-9cbc49c9209a",7,1,8,"Metal_8"
"2327","0_00a343b3-942c-48fa-841f-9cbc49c9209a",8,1,8,"Metal_8"
"2328","0_00a343b3-942c-48fa-841f-9cbc49c9209a",9,1,8,"Metal_8"
"2329","0_00a343b3-942c-48fa-841f-9cbc49c9209a",10,1,8,"Metal_8"
"2330","0_00a343b3-942c-48fa-841f-9cbc49c9209a",11,1,8,"Metal_8"
"2331","0_00a343b3-942c-48fa-841f-9cbc49c9209a",12,1,8,"Metal_8"
"2332","0_00a343b3-942c-48fa-841f-9cbc49c9209a",13,0,8,"Metal_8"
"2333","0_00a343b3-942c-48fa-841f-9cbc49c9209a",14,0,8,"Metal_8"
"2334","0_00a343b3-942c-48fa-841f-9cbc49c9209a",15,0,8,"Metal_8"
"2335","0_00a343b3-942c-48fa-841f-9cbc49c9209a",16,0,8,"Metal_8"
"2336","0_00a343b3-942c-48fa-841f-9cbc49c9209a",17,0,8,"Metal_8"
"2337","0_00a43483-a527-4b60-b4e8-76e802c1ba8d",1,0,8,"Metal_8"
"2338","0_00a43483-a527-4b60-b4e8-76e802c1ba8d",2,0,8,"Metal_8"
"2339","0_00a43483-a527-4b60-b4e8-76e802c1ba8d",3,0,8,"Metal_8"
"2340","0_00a43483-a527-4b60-b4e8-76e802c1ba8d",4,0,8,"Metal_8"
"2341","0_00a49728-92ca-4f99-9ddb-621e8d18e63b",1,1,14,"Country_14"
"2342","0_00a49728-92ca-4f99-9ddb-621e8d18e63b",2,1,14,"Country_14"
"2343","0_00a49728-92ca-4f99-9ddb-621e8d18e63b",3,1,14,"Country_14"
"2344","0_00a49728-92ca-4f99-9ddb-621e8d18e63b",4,1,14,"Country_14"
"2345","0_00a49728-92ca-4f99-9ddb-621e8d18e63b",5,0,14,"Country_14"
"2346","0_00a49728-92ca-4f99-9ddb-621e8d18e63b",6,1,14,"Country_14"
"2347","0_00a49728-92ca-4f99-9ddb-621e8d18e63b",7,0,14,"Country_14"
"2348","0_00a49728-92ca-4f99-9ddb-621e8d18e63b",8,1,14,"Country_14"
"2349","0_00a49728-92ca-4f99-9ddb-621e8d18e63b",9,0,14,"Country_14"
"2350","0_00a49728-92ca-4f99-9ddb-621e8d18e63b",10,1,14,"Country_14"
"2351","0_00a4a391-c208-4760-b625-bfad55d6a7bf",1,0,7,"Throwback_7"
"2352","0_00a4a391-c208-4760-b625-bfad55d6a7bf",2,0,8,"Metal_8"
"2353","0_00a4a391-c208-4760-b625-bfad55d6a7bf",3,0,8,"Metal_8"
"2354","0_00a4a391-c208-4760-b625-bfad55d6a7bf",4,0,8,"Metal_8"
"2355","0_00a4a391-c208-4760-b625-bfad55d6a7bf",5,0,7,"Throwback_7"
"2356","0_00a4a391-c208-4760-b625-bfad55d6a7bf",6,1,4,"NewRap_4"
"2357","0_00a4a391-c208-4760-b625-bfad55d6a7bf",7,0,4,"NewRap_4"
"2358","0_00a4a391-c208-4760-b625-bfad55d6a7bf",8,1,4,"NewRap_4"
"2359","0_00a4a391-c208-4760-b625-bfad55d6a7bf",9,1,4,"NewRap_4"
"2360","0_00a4a391-c208-4760-b625-bfad55d6a7bf",10,1,4,"NewRap_4"
"2361","0_00a4a391-c208-4760-b625-bfad55d6a7bf",11,0,4,"NewRap_4"
"2362","0_00a4a391-c208-4760-b625-bfad55d6a7bf",12,0,4,"NewRap_4"
"2363","0_00a4a391-c208-4760-b625-bfad55d6a7bf",13,0,4,"NewRap_4"
"2364","0_00a4a391-c208-4760-b625-bfad55d6a7bf",14,0,4,"NewRap_4"
"2365","0_00a4a391-c208-4760-b625-bfad55d6a7bf",15,0,4,"NewRap_4"
"2366","0_00a4a391-c208-4760-b625-bfad55d6a7bf",16,1,4,"NewRap_4"
"2367","0_00a4a391-c208-4760-b625-bfad55d6a7bf",17,1,4,"NewRap_4"
"2368","0_00a507d7-5174-4937-a757-2cc2e985b332",1,0,4,"NewRap_4"
"2369","0_00a507d7-5174-4937-a757-2cc2e985b332",2,1,4,"NewRap_4"
"2370","0_00a50b86-8ff7-400c-83a0-0c48390682f1",1,0,4,"NewRap_4"
"2371","0_00a50b86-8ff7-400c-83a0-0c48390682f1",2,1,4,"NewRap_4"
"2372","0_00a50b86-8ff7-400c-83a0-0c48390682f1",3,1,4,"NewRap_4"
"2373","0_00a50b86-8ff7-400c-83a0-0c48390682f1",4,1,4,"NewRap_4"
"2374","0_00a50b86-8ff7-400c-83a0-0c48390682f1",5,1,4,"NewRap_4"
"2375","0_00a50b86-8ff7-400c-83a0-0c48390682f1",6,1,4,"NewRap_4"
"2376","0_00a50b86-8ff7-400c-83a0-0c48390682f1",7,1,4,"NewRap_4"
"2377","0_00a50b86-8ff7-400c-83a0-0c48390682f1",8,1,4,"NewRap_4"
"2378","0_00a50b86-8ff7-400c-83a0-0c48390682f1",9,1,4,"NewRap_4"
"2379","0_00a50b86-8ff7-400c-83a0-0c48390682f1",10,1,4,"NewRap_4"
"2380","0_00a50b86-8ff7-400c-83a0-0c48390682f1",11,1,4,"NewRap_4"
"2381","0_00a50b86-8ff7-400c-83a0-0c48390682f1",12,1,4,"NewRap_4"
"2382","0_00a50b86-8ff7-400c-83a0-0c48390682f1",13,1,4,"NewRap_4"
"2383","0_00a510bc-74e6-4e7a-8ba8-fb81f6d31f01",1,0,3,"House_3"
"2384","0_00a510bc-74e6-4e7a-8ba8-fb81f6d31f01",2,1,3,"House_3"
"2385","0_00a510bc-74e6-4e7a-8ba8-fb81f6d31f01",3,0,15,"OldRap_15"
"2386","0_00a510bc-74e6-4e7a-8ba8-fb81f6d31f01",4,0,15,"OldRap_15"
"2387","0_00a510bc-74e6-4e7a-8ba8-fb81f6d31f01",5,0,12,"Summer_12"
"2388","0_00a510bc-74e6-4e7a-8ba8-fb81f6d31f01",6,0,1,"Christian_1"
"2389","0_00a510bc-74e6-4e7a-8ba8-fb81f6d31f01",7,0,4,"NewRap_4"
"2390","0_00a57fc0-de01-40d4-9822-75126b5ca587",1,0,15,"OldRap_15"
"2391","0_00a57fc0-de01-40d4-9822-75126b5ca587",2,0,10,"Hiphop_10"
"2392","0_00a57fc0-de01-40d4-9822-75126b5ca587",3,0,6,"Spanish_6"
"2393","0_00a57fc0-de01-40d4-9822-75126b5ca587",4,1,4,"NewRap_4"
"2394","0_00a57fc0-de01-40d4-9822-75126b5ca587",5,1,10,"Hiphop_10"
"2395","0_00a57fc0-de01-40d4-9822-75126b5ca587",6,0,1,"Christian_1"
"2396","0_00a57fc0-de01-40d4-9822-75126b5ca587",7,0,10,"Hiphop_10"
"2397","0_00a57fc0-de01-40d4-9822-75126b5ca587",8,1,7,"Throwback_7"
"2398","0_00a57fc0-de01-40d4-9822-75126b5ca587",9,0,4,"NewRap_4"
"2399","0_00a57fc0-de01-40d4-9822-75126b5ca587",10,0,4,"NewRap_4"
"2400","0_00a59831-0d3c-4bfd-9c9f-c422637478e1",1,0,4,"NewRap_4"
"2401","0_00a59831-0d3c-4bfd-9c9f-c422637478e1",2,0,4,"NewRap_4"
"2402","0_00a59831-0d3c-4bfd-9c9f-c422637478e1",3,0,4,"NewRap_4"
"2403","0_00a59831-0d3c-4bfd-9c9f-c422637478e1",4,0,4,"NewRap_4"
"2404","0_00a59831-0d3c-4bfd-9c9f-c422637478e1",5,0,4,"NewRap_4"
"2405","0_00a59831-0d3c-4bfd-9c9f-c422637478e1",6,0,4,"NewRap_4"
"2406","0_00a59831-0d3c-4bfd-9c9f-c422637478e1",7,0,15,"OldRap_15"
"2407","0_00a59831-0d3c-4bfd-9c9f-c422637478e1",8,0,4,"NewRap_4"
"2408","0_00a59831-0d3c-4bfd-9c9f-c422637478e1",9,0,4,"NewRap_4"
"2409","0_00a60072-2987-4f7f-a134-6cb7e53ccb93",1,0,1,"Christian_1"
"2410","0_00a60072-2987-4f7f-a134-6cb7e53ccb93",2,1,1,"Christian_1"
"2411","0_00a60072-2987-4f7f-a134-6cb7e53ccb93",3,0,9,"Chill_9"
"2412","0_00a60072-2987-4f7f-a134-6cb7e53ccb93",4,0,1,"Christian_1"
"2413","0_00a60072-2987-4f7f-a134-6cb7e53ccb93",5,0,9,"Chill_9"
"2414","0_00a60072-2987-4f7f-a134-6cb7e53ccb93",6,0,1,"Christian_1"
"2415","0_00a60072-2987-4f7f-a134-6cb7e53ccb93",7,1,1,"Christian_1"
"2416","0_00a60072-2987-4f7f-a134-6cb7e53ccb93",8,0,1,"Christian_1"
"2417","0_00a60072-2987-4f7f-a134-6cb7e53ccb93",9,0,9,"Chill_9"
"2418","0_00a60072-2987-4f7f-a134-6cb7e53ccb93",10,0,1,"Christian_1"
"2419","0_00a60072-2987-4f7f-a134-6cb7e53ccb93",11,0,1,"Christian_1"
"2420","0_00a60072-2987-4f7f-a134-6cb7e53ccb93",12,1,1,"Christian_1"
"2421","0_00a63b6d-262a-4a2d-b874-0fb208e01549",1,0,8,"Metal_8"
"2422","0_00a63b6d-262a-4a2d-b874-0fb208e01549",2,1,8,"Metal_8"
"2423","0_00a67fee-09e4-4897-8d59-537277dc1ee3",1,0,15,"OldRap_15"
"2424","0_00a67fee-09e4-4897-8d59-537277dc1ee3",2,0,15,"OldRap_15"
"2425","0_00a67fee-09e4-4897-8d59-537277dc1ee3",3,0,15,"OldRap_15"
"2426","0_00a67fee-09e4-4897-8d59-537277dc1ee3",4,0,15,"OldRap_15"
"2427","0_00a6ff04-470e-4b71-a609-39e48468a07b",1,0,4,"NewRap_4"
"2428","0_00a6ff04-470e-4b71-a609-39e48468a07b",2,0,12,"Summer_12"
"2429","0_00a6ff04-470e-4b71-a609-39e48468a07b",3,1,12,"Summer_12"
"2430","0_00a6ff04-470e-4b71-a609-39e48468a07b",4,0,12,"Summer_12"
"2431","0_00a6ff04-470e-4b71-a609-39e48468a07b",5,0,12,"Summer_12"
"2432","0_00a6ff04-470e-4b71-a609-39e48468a07b",6,0,12,"Summer_12"
"2433","0_00a6ff04-470e-4b71-a609-39e48468a07b",7,0,12,"Summer_12"
"2434","0_00a6ff04-470e-4b71-a609-39e48468a07b",8,0,7,"Throwback_7"
"2435","0_00a6ff04-470e-4b71-a609-39e48468a07b",9,0,12,"Summer_12"
"2436","0_00a72fda-fb4c-45ed-9488-c1b3db5cbed9",1,0,11,"Study_11"
"2437","0_00a72fda-fb4c-45ed-9488-c1b3db5cbed9",2,0,4,"NewRap_4"
"2438","0_00a72fda-fb4c-45ed-9488-c1b3db5cbed9",3,0,15,"OldRap_15"
"2439","0_00a72fda-fb4c-45ed-9488-c1b3db5cbed9",4,1,4,"NewRap_4"
"2440","0_00a72fda-fb4c-45ed-9488-c1b3db5cbed9",5,1,15,"OldRap_15"
"2441","0_00a72fda-fb4c-45ed-9488-c1b3db5cbed9",6,1,15,"OldRap_15"
"2442","0_00a72fda-fb4c-45ed-9488-c1b3db5cbed9",7,1,4,"NewRap_4"
"2443","0_00a72fda-fb4c-45ed-9488-c1b3db5cbed9",8,1,4,"NewRap_4"
"2444","0_00a72fda-fb4c-45ed-9488-c1b3db5cbed9",9,1,4,"NewRap_4"
"2445","0_00a7497f-18c0-40b3-9668-e384bd0972c5",1,0,7,"Throwback_7"
"2446","0_00a7497f-18c0-40b3-9668-e384bd0972c5",2,0,5,"Rock_5"
"2447","0_00a7497f-18c0-40b3-9668-e384bd0972c5",3,0,12,"Summer_12"
"2448","0_00a7497f-18c0-40b3-9668-e384bd0972c5",4,0,12,"Summer_12"
"2449","0_00a7497f-18c0-40b3-9668-e384bd0972c5",5,0,4,"NewRap_4"
"2450","0_00a7497f-18c0-40b3-9668-e384bd0972c5",6,1,12,"Summer_12"
"2451","0_00a7497f-18c0-40b3-9668-e384bd0972c5",7,1,12,"Summer_12"
"2452","0_00a7497f-18c0-40b3-9668-e384bd0972c5",8,1,12,"Summer_12"
"2453","0_00a7497f-18c0-40b3-9668-e384bd0972c5",9,0,2,"Reggae_2"
"2454","0_00a8082d-1db1-4497-b76d-94b621b2dba4",1,1,12,"Summer_12"
"2455","0_00a8082d-1db1-4497-b76d-94b621b2dba4",2,1,12,"Summer_12"
"2456","0_00a8082d-1db1-4497-b76d-94b621b2dba4",3,1,2,"Reggae_2"
"2457","0_00a8082d-1db1-4497-b76d-94b621b2dba4",4,0,2,"Reggae_2"
"2458","0_00a8082d-1db1-4497-b76d-94b621b2dba4",5,1,7,"Throwback_7"
"2459","0_00a8082d-1db1-4497-b76d-94b621b2dba4",6,1,7,"Throwback_7"
"2460","0_00a8082d-1db1-4497-b76d-94b621b2dba4",7,0,2,"Reggae_2"
"2461","0_00a9a93e-fb17-4230-96c7-1598ccff6a63",1,0,8,"Metal_8"
"2462","0_00a9eb5b-bab1-4261-ae78-0bf502cf7afa",1,1,4,"NewRap_4"
"2463","0_00a9eb5b-bab1-4261-ae78-0bf502cf7afa",2,1,15,"OldRap_15"
"2464","0_00a9eb5b-bab1-4261-ae78-0bf502cf7afa",3,1,4,"NewRap_4"
"2465","0_00a9eb5b-bab1-4261-ae78-0bf502cf7afa",4,1,15,"OldRap_15"
"2466","0_00aa6ef2-6ac5-4014-853d-0ea0c3074d59",1,1,4,"NewRap_4"
"2467","0_00aa6ef2-6ac5-4014-853d-0ea0c3074d59",2,0,5,"Rock_5"
"2468","0_00aa6ef2-6ac5-4014-853d-0ea0c3074d59",3,0,5,"Rock_5"
"2469","0_00aa6ef2-6ac5-4014-853d-0ea0c3074d59",4,1,15,"OldRap_15"
"2470","0_00aa6ef2-6ac5-4014-853d-0ea0c3074d59",5,0,5,"Rock_5"
"2471","0_00aa6ef2-6ac5-4014-853d-0ea0c3074d59",6,0,15,"OldRap_15"
"2472","0_00aa6ef2-6ac5-4014-853d-0ea0c3074d59",7,1,4,"NewRap_4"
"2473","0_00aa6ef2-6ac5-4014-853d-0ea0c3074d59",8,0,4,"NewRap_4"
"2474","0_00ac16a2-3d5d-49f2-9f85-4a4cea164a39",1,0,4,"NewRap_4"
"2475","0_00ac16a2-3d5d-49f2-9f85-4a4cea164a39",2,0,4,"NewRap_4"
"2476","0_00ac16a2-3d5d-49f2-9f85-4a4cea164a39",3,0,15,"OldRap_15"
"2477","0_00ac16a2-3d5d-49f2-9f85-4a4cea164a39",4,1,15,"OldRap_15"
"2478","0_00ac16a2-3d5d-49f2-9f85-4a4cea164a39",5,0,15,"OldRap_15"
"2479","0_00ac16a2-3d5d-49f2-9f85-4a4cea164a39",6,1,4,"NewRap_4"
"2480","0_00ac16a2-3d5d-49f2-9f85-4a4cea164a39",7,1,4,"NewRap_4"
"2481","0_00acb3f3-4f88-445b-bd73-74425e2d7ce8",1,0,6,"Spanish_6"
"2482","0_00acb3f3-4f88-445b-bd73-74425e2d7ce8",2,0,6,"Spanish_6"
"2483","0_00acb3f3-4f88-445b-bd73-74425e2d7ce8",3,0,6,"Spanish_6"
"2484","0_00acb3f3-4f88-445b-bd73-74425e2d7ce8",4,0,6,"Spanish_6"
"2485","0_00acb3f3-4f88-445b-bd73-74425e2d7ce8",5,0,6,"Spanish_6"
"2486","0_00acb3f3-4f88-445b-bd73-74425e2d7ce8",6,0,6,"Spanish_6"
"2487","0_00acb3f3-4f88-445b-bd73-74425e2d7ce8",7,0,6,"Spanish_6"
"2488","0_00acb3f3-4f88-445b-bd73-74425e2d7ce8",8,0,6,"Spanish_6"
"2489","0_00acb3f3-4f88-445b-bd73-74425e2d7ce8",9,0,6,"Spanish_6"
"2490","0_00acb3f3-4f88-445b-bd73-74425e2d7ce8",10,0,6,"Spanish_6"
"2491","0_00acb3f3-4f88-445b-bd73-74425e2d7ce8",11,1,6,"Spanish_6"
"2492","0_00acb3f3-4f88-445b-bd73-74425e2d7ce8",12,0,6,"Spanish_6"
"2493","0_00acb3f3-4f88-445b-bd73-74425e2d7ce8",13,0,6,"Spanish_6"
"2494","0_00acb3f3-4f88-445b-bd73-74425e2d7ce8",14,0,6,"Spanish_6"
"2495","0_00acb3f3-4f88-445b-bd73-74425e2d7ce8",15,0,6,"Spanish_6"
"2496","0_00acb3f3-4f88-445b-bd73-74425e2d7ce8",16,1,6,"Spanish_6"
"2497","0_00acb3f3-4f88-445b-bd73-74425e2d7ce8",17,1,6,"Spanish_6"
"2498","0_00acb3f3-4f88-445b-bd73-74425e2d7ce8",18,0,6,"Spanish_6"
"2499","0_00acb3f3-4f88-445b-bd73-74425e2d7ce8",19,0,6,"Spanish_6"
"2500","0_00acb3f3-4f88-445b-bd73-74425e2d7ce8",20,0,6,"Spanish_6"
"2501","0_00ad17f5-239f-46d6-b5fa-fc120581987b",1,0,4,"NewRap_4"
"2502","0_00ad17f5-239f-46d6-b5fa-fc120581987b",2,0,4,"NewRap_4"
"2503","0_00ad17f5-239f-46d6-b5fa-fc120581987b",3,0,4,"NewRap_4"
"2504","0_00ae24df-924a-46b8-9fed-19bd49374825",1,1,3,"House_3"
"2505","0_00ae24df-924a-46b8-9fed-19bd49374825",2,0,9,"Chill_9"
"2506","0_00ae24df-924a-46b8-9fed-19bd49374825",3,0,9,"Chill_9"
"2507","0_00ae24df-924a-46b8-9fed-19bd49374825",4,0,9,"Chill_9"
"2508","0_00ae24df-924a-46b8-9fed-19bd49374825",5,0,9,"Chill_9"
"2509","0_00aebed1-e828-410c-a553-e037bffdef82",1,1,15,"OldRap_15"
"2510","0_00aebed1-e828-410c-a553-e037bffdef82",2,1,4,"NewRap_4"
"2511","0_00aebed1-e828-410c-a553-e037bffdef82",3,1,4,"NewRap_4"
"2512","0_00b01092-b592-412f-87e7-e56e7dbe0a9d",1,0,8,"Metal_8"
"2513","0_00b01092-b592-412f-87e7-e56e7dbe0a9d",2,0,8,"Metal_8"
"2514","0_00b01092-b592-412f-87e7-e56e7dbe0a9d",3,0,8,"Metal_8"
"2515","0_00b01092-b592-412f-87e7-e56e7dbe0a9d",4,0,8,"Metal_8"
"2516","0_00b01092-b592-412f-87e7-e56e7dbe0a9d",5,1,8,"Metal_8"
"2517","0_00b01092-b592-412f-87e7-e56e7dbe0a9d",6,0,8,"Metal_8"
"2518","0_00b01092-b592-412f-87e7-e56e7dbe0a9d",7,1,8,"Metal_8"
"2519","0_00b01092-b592-412f-87e7-e56e7dbe0a9d",8,1,9,"Chill_9"
"2520","0_00b09cc6-333b-450c-9804-060db57a0e14",1,0,9,"Chill_9"
"2521","0_00b09cc6-333b-450c-9804-060db57a0e14",2,0,8,"Metal_8"
"2522","0_00b09cc6-333b-450c-9804-060db57a0e14",3,1,8,"Metal_8"
"2523","0_00b11138-e164-42ff-ba88-0857902a0e1b",1,1,4,"NewRap_4"
"2524","0_00b11138-e164-42ff-ba88-0857902a0e1b",2,0,4,"NewRap_4"
"2525","0_00b11138-e164-42ff-ba88-0857902a0e1b",3,0,4,"NewRap_4"
"2526","0_00b11138-e164-42ff-ba88-0857902a0e1b",4,1,4,"NewRap_4"
"2527","0_00b11138-e164-42ff-ba88-0857902a0e1b",5,1,4,"NewRap_4"
"2528","0_00b1be51-1baf-43a5-8b3a-9159cbfb3496",1,0,4,"NewRap_4"
"2529","0_00b1be51-1baf-43a5-8b3a-9159cbfb3496",2,1,4,"NewRap_4"
"2530","0_00b1be51-1baf-43a5-8b3a-9159cbfb3496",3,1,15,"OldRap_15"
"2531","0_00b1be51-1baf-43a5-8b3a-9159cbfb3496",4,1,4,"NewRap_4"
"2532","0_00b1be51-1baf-43a5-8b3a-9159cbfb3496",5,0,4,"NewRap_4"
"2533","0_00b1be51-1baf-43a5-8b3a-9159cbfb3496",6,0,4,"NewRap_4"
"2534","0_00b24af9-bc89-4cc7-84b4-8f71b0e73e6c",1,1,4,"NewRap_4"
"2535","0_00b24af9-bc89-4cc7-84b4-8f71b0e73e6c",2,0,4,"NewRap_4"
"2536","0_00b24af9-bc89-4cc7-84b4-8f71b0e73e6c",3,0,5,"Rock_5"
"2537","0_00b24af9-bc89-4cc7-84b4-8f71b0e73e6c",4,0,15,"OldRap_15"
"2538","0_00b24af9-bc89-4cc7-84b4-8f71b0e73e6c",5,0,15,"OldRap_15"
"2539","0_00b24af9-bc89-4cc7-84b4-8f71b0e73e6c",6,0,15,"OldRap_15"
"2540","0_00b24af9-bc89-4cc7-84b4-8f71b0e73e6c",7,0,14,"Country_14"
"2541","0_00b24af9-bc89-4cc7-84b4-8f71b0e73e6c",8,0,5,"Rock_5"
"2542","0_00b24af9-bc89-4cc7-84b4-8f71b0e73e6c",9,0,8,"Metal_8"
"2543","0_00b24af9-bc89-4cc7-84b4-8f71b0e73e6c",10,0,5,"Rock_5"
"2544","0_00b24af9-bc89-4cc7-84b4-8f71b0e73e6c",11,0,8,"Metal_8"
"2545","0_00b24af9-bc89-4cc7-84b4-8f71b0e73e6c",12,0,15,"OldRap_15"
"2546","0_00b24af9-bc89-4cc7-84b4-8f71b0e73e6c",13,0,5,"Rock_5"
"2547","0_00b252ec-2668-45d2-aa67-fd89a19c9d2c",1,0,1,"Christian_1"
"2548","0_00b252ec-2668-45d2-aa67-fd89a19c9d2c",2,0,1,"Christian_1"
"2549","0_00b30425-627c-46c2-b4c6-94de20d9c65c",1,0,4,"NewRap_4"
"2550","0_00b30425-627c-46c2-b4c6-94de20d9c65c",2,0,10,"Hiphop_10"
"2551","0_00b30425-627c-46c2-b4c6-94de20d9c65c",3,0,10,"Hiphop_10"
"2552","0_00b30425-627c-46c2-b4c6-94de20d9c65c",4,0,4,"NewRap_4"
"2553","0_00b30425-627c-46c2-b4c6-94de20d9c65c",5,0,6,"Spanish_6"
"2554","0_00b30425-627c-46c2-b4c6-94de20d9c65c",6,0,15,"OldRap_15"
"2555","0_00b30425-627c-46c2-b4c6-94de20d9c65c",7,0,15,"OldRap_15"
"2556","0_00b30425-627c-46c2-b4c6-94de20d9c65c",8,0,7,"Throwback_7"
"2557","0_00b30425-627c-46c2-b4c6-94de20d9c65c",9,0,4,"NewRap_4"
"2558","0_00b31699-0497-4618-a503-bb5a3204afa0",1,0,15,"OldRap_15"
"2559","0_00b31699-0497-4618-a503-bb5a3204afa0",2,1,15,"OldRap_15"
"2560","0_00b31699-0497-4618-a503-bb5a3204afa0",3,0,15,"OldRap_15"
"2561","0_00b31699-0497-4618-a503-bb5a3204afa0",4,0,15,"OldRap_15"
"2562","0_00b31699-0497-4618-a503-bb5a3204afa0",5,1,15,"OldRap_15"
"2563","0_00b31699-0497-4618-a503-bb5a3204afa0",6,0,15,"OldRap_15"
"2564","0_00b31699-0497-4618-a503-bb5a3204afa0",7,0,15,"OldRap_15"
"2565","0_00b31699-0497-4618-a503-bb5a3204afa0",8,1,15,"OldRap_15"
"2566","0_00b31699-0497-4618-a503-bb5a3204afa0",9,0,15,"OldRap_15"
"2567","0_00b31699-0497-4618-a503-bb5a3204afa0",10,0,15,"OldRap_15"
"2568","0_00b31699-0497-4618-a503-bb5a3204afa0",11,1,15,"OldRap_15"
"2569","0_00b31699-0497-4618-a503-bb5a3204afa0",12,0,15,"OldRap_15"
"2570","0_00b31699-0497-4618-a503-bb5a3204afa0",13,0,15,"OldRap_15"
"2571","0_00b3207c-6f62-4489-84de-16e1b906eabe",1,1,4,"NewRap_4"
"2572","0_00b52b07-b09d-43ab-a3c7-b0f877d6824f",1,0,14,"Country_14"
"2573","0_00b52b07-b09d-43ab-a3c7-b0f877d6824f",2,0,14,"Country_14"
"2574","0_00b601a3-693e-492b-ab44-54e43fe4dbb3",1,1,12,"Summer_12"
"2575","0_00b6417c-d753-4478-983f-f6cd6f65c8af",1,0,4,"NewRap_4"
"2576","0_00b6417c-d753-4478-983f-f6cd6f65c8af",2,0,4,"NewRap_4"
"2577","0_00b6417c-d753-4478-983f-f6cd6f65c8af",3,0,15,"OldRap_15"
"2578","0_00b6417c-d753-4478-983f-f6cd6f65c8af",4,0,4,"NewRap_4"
"2579","0_00b6c161-f150-4369-ad7a-8ae8b571659d",1,0,5,"Rock_5"
"2580","0_00b6c161-f150-4369-ad7a-8ae8b571659d",2,0,9,"Chill_9"
"2581","0_00b6c50d-3e35-4bd4-bd79-dfc7e376bf39",1,0,12,"Summer_12"
"2582","0_00b6c50d-3e35-4bd4-bd79-dfc7e376bf39",2,0,8,"Metal_8"
"2583","0_00b6c50d-3e35-4bd4-bd79-dfc7e376bf39",3,0,3,"House_3"
"2584","0_00b6c50d-3e35-4bd4-bd79-dfc7e376bf39",4,0,3,"House_3"
"2585","0_00b789ec-bd69-48df-ba08-f00e0379dd63",1,0,8,"Metal_8"
"2586","0_00b789ec-bd69-48df-ba08-f00e0379dd63",2,1,15,"OldRap_15"
"2587","0_00b789ec-bd69-48df-ba08-f00e0379dd63",3,0,15,"OldRap_15"
"2588","0_00b789ec-bd69-48df-ba08-f00e0379dd63",4,0,10,"Hiphop_10"
"2589","0_00b789ec-bd69-48df-ba08-f00e0379dd63",5,0,15,"OldRap_15"
"2590","0_00b789ec-bd69-48df-ba08-f00e0379dd63",6,1,15,"OldRap_15"
"2591","0_00b789ec-bd69-48df-ba08-f00e0379dd63",7,1,15,"OldRap_15"
